inventory_id,material_id,stock_qty,reorder_level,daily_usage,warehouse_location,states
4017,4017,269.95,62.73,7.83,Udaipur,Rajasthan
4018,4018,90.66,67.32,8.79,Dehradun,Uttarakhand
4019,4019,294.72,74.45,2.27,Pune,Maharashtra
4020,4020,53.05,29.02,7.29,Delhi,Delhi
4021,4021,83.22,75.76,2.38,Hyderabad,Telangana
4022,4022,219.47,52.7,7.12,Udaipur,Rajasthan
4023,4023,143.23,66.09,3.68,Lucknow,Uttar Pradesh
4024,4024,248.46,27.52,4.51,Nagpur,Maharashtra
4025,4025,109.97,31.9,5.02,Udaipur,Rajasthan
4026,4026,209.98,31.32,8.97,New Delhi,Delhi
4027,4027,232.69,75.22,6.93,Mysuru,Karnataka
4028,4028,185.5,72.5,8.82,Udaipur,Rajasthan
4029,4029,259.91,62.58,9.17,Delhi,Delhi
4030,4030,250.33,63.55,3.98,Chandigarh,Chandigarh
4031,4031,199.12,49.88,3.52,Hyderabad,Telangana
4032,4032,195.39,72.3,3.25,Ahmedabad,Gujarat
4033,4033,72.19,58.84,6.2,Surat,Gujarat
4034,4034,77.2,77.02,5.2,Hyderabad,Telangana
4035,4035,253.38,31.09,6.1,Jaipur,Rajasthan
4036,4036,200.81,25.84,4.08,Ahmedabad,Gujarat
4037,4037,144.78,30.33,6.84,Indore,Madhya Pradesh
4038,4038,164.08,65.37,7.42,Coimbatore,Tamil Nadu
4039,4039,216.72,26.83,9.39,Bhubaneswar,Odisha
4040,4040,270.96,76.62,5.43,Surat,Gujarat
4041,4041,296.86,43.8,2.77,Hyderabad,Telangana
4042,4042,282.06,45.44,7.47,Patna,Bihar
4043,4043,294.03,73.48,5.66,Bengaluru,Karnataka
4044,4044,137.11,32.02,3.99,Bhopal,Madhya Pradesh
4045,4045,153.31,69.29,3.73,Ahmedabad,Gujarat
4046,4046,216.68,39.51,8.77,Ahmedabad,Gujarat
4047,4047,133.66,51.91,3.24,Mysuru,Karnataka
4048,4048,261.47,55.64,9.9,Dehradun,Uttarakhand
4049,4049,150.28,40.53,5.42,Coimbatore,Tamil Nadu
4050,4050,295.12,69.14,7.36,Shimla,Himachal Pradesh
4051,4051,70.94,36.39,9.32,Chandigarh,Chandigarh
4052,4052,107.54,75.28,4.07,Lucknow,Uttar Pradesh
4053,4053,145.47,67.93,8.75,Lucknow,Uttar Pradesh
4054,4054,177.31,28.98,7.38,Mumbai,Maharashtra
4055,4055,251.86,58.56,3.79,Indore,Madhya Pradesh
4056,4056,288.92,65.21,7.11,Dehradun,Uttarakhand
4057,4057,203.28,51.15,3.8,Udaipur,Rajasthan
4058,4058,225.45,61.3,6.12,Nashik,Maharashtra
4059,4059,222.46,73.15,4.11,Thiruvananthapuram,Kerala
4060,4060,181.04,46.21,6.21,Kochi,Kerala
4061,4061,99.85,20.19,2.51,Guwahati,Assam
4062,4062,293.92,44.24,4.03,Mumbai,Maharashtra
4063,4063,215.79,79.11,5.15,Chennai,Tamil Nadu
4064,4064,285.52,60.16,6.03,New Delhi,Delhi
4065,4065,221.63,62.81,4.74,Shimla,Himachal Pradesh
4066,4066,117.03,69.1,4.81,Thiruvananthapuram,Kerala
4067,4067,69.31,23.88,8.45,Udaipur,Rajasthan
4068,4068,229.45,61.9,6.27,Chandigarh,Chandigarh
4069,4069,214.16,27.28,2.98,Chandigarh,Chandigarh
4070,4070,122.16,43.43,4.49,Lucknow,Uttar Pradesh
4071,4071,273.5,38.62,4.37,Nagpur,Maharashtra
4072,4072,296.36,70.08,6.19,Bhubaneswar,Odisha
4073,4073,263.05,70.8,6.01,Shimla,Himachal Pradesh
4074,4074,212.44,21.8,2.92,Pune,Maharashtra
4075,4075,136.42,61.01,3.79,Bengaluru,Karnataka
4076,4076,189.14,78.86,2.3,Kanpur,Uttar Pradesh
4077,4077,211.5,54.94,3.44,Thiruvananthapuram,Kerala
4078,4078,59.13,65.47,9.11,Chennai,Tamil Nadu
4079,4079,185.52,41.53,7.34,Mysuru,Karnataka
4080,4080,275.27,44.02,8.98,Indore,Madhya Pradesh
4081,4081,213.08,23.16,2.57,Bhopal,Madhya Pradesh
4082,4082,159.36,70.44,4.15,Indore,Madhya Pradesh
4083,4083,234.33,41.54,7.5,Guwahati,Assam
4084,4084,293.14,39.33,7.37,Lucknow,Uttar Pradesh
4085,4085,117.72,64.74,6.23,Kolkata,West Bengal
4086,4086,263.07,54.11,6.01,Kolkata,West Bengal
4087,4087,149.6,57.38,2.63,Indore,Madhya Pradesh
4088,4088,120.64,65.9,6.15,Ahmedabad,Gujarat
4089,4089,68.97,30.54,3.19,Guwahati,Assam
4090,4090,192.37,22.1,6.82,Kanpur,Uttar Pradesh
4091,4091,239.3,22.54,5.14,Nashik,Maharashtra
4092,4092,85.8,40.04,5.13,Kanpur,Uttar Pradesh
4093,4093,145.39,26.65,8.77,Dehradun,Uttarakhand
4094,4094,64.44,39.22,2.82,Kolkata,West Bengal
4095,4095,90.42,57.24,4.24,New Delhi,Delhi
4096,4096,279.07,50.23,9.71,Guwahati,Assam
4097,4097,192.18,35.3,2.94,Delhi,Delhi
4098,4098,193.34,36.77,3.96,Bengaluru,Karnataka
4099,4099,151.23,22.65,5.48,Nashik,Maharashtra
4100,4100,175.77,53.23,8.09,Indore,Madhya Pradesh
4101,4101,294.9,46.37,6.83,Chennai,Tamil Nadu
4102,4102,233.33,38.41,5.6,Jaipur,Rajasthan
4103,4103,249.72,56.79,2.33,Patna,Bihar
4104,4104,283.04,72.47,6.57,Siliguri,West Bengal
4105,4105,81.47,63.89,3.98,Lucknow,Uttar Pradesh
4106,4106,296.08,57.94,7.77,Coimbatore,Tamil Nadu
4107,4107,296.07,72.05,8.72,Kanpur,Uttar Pradesh
4108,4108,266.25,52.1,5.6,Chandigarh,Chandigarh
4109,4109,218.63,47.13,5.74,Bhopal,Madhya Pradesh
4110,4110,130.49,72.82,2.17,Bengaluru,Karnataka
4111,4111,289.01,66.98,7.52,Ahmedabad,Gujarat
4112,4112,112.83,44.83,4.42,Siliguri,West Bengal
4113,4113,129.38,43.39,7.52,Warangal,Telangana
4114,4114,147.69,78.52,6.42,Shimla,Himachal Pradesh
4115,4115,102.21,57.14,8.37,Surat,Gujarat
4116,4116,271.14,32.65,2.46,Shimla,Himachal Pradesh
4117,4117,292.02,30.98,2.45,Guwahati,Assam
4118,4118,198.62,78.31,6.57,Jaipur,Rajasthan
4119,4119,275.93,38.13,6.3,Warangal,Telangana
4120,4120,174.6,22.76,8.05,Dehradun,Uttarakhand
4121,4121,107.94,40.11,5.58,Lucknow,Uttar Pradesh
4122,4122,235.04,57.79,7.67,Udaipur,Rajasthan
4123,4123,199.26,24.85,6.8,Jaipur,Rajasthan
4124,4124,204.77,73.28,2.54,Patna,Bihar
4125,4125,160.99,64.65,4.57,Mysuru,Karnataka
4126,4126,270.58,62.81,7.3,New Delhi,Delhi
4127,4127,62.34,63.45,5.78,Lucknow,Uttar Pradesh
4128,4128,200.48,24.7,9.75,Hyderabad,Telangana
4129,4129,201,52.31,3.57,Ahmedabad,Gujarat
4130,4130,194.96,64.92,6.99,Hyderabad,Telangana
4131,4131,243.29,53.66,2.7,Kanpur,Uttar Pradesh
4132,4132,221.93,62.86,3.74,Thiruvananthapuram,Kerala
4133,4133,190.52,69.84,9.34,Mumbai,Maharashtra
4134,4134,236.8,70.02,3.59,Warangal,Telangana
4135,4135,67.54,63.16,2.5,Patna,Bihar
4136,4136,218.31,24.59,4.31,Mysuru,Karnataka
4137,4137,272.19,45.24,9.25,Thiruvananthapuram,Kerala
4138,4138,183.98,50.31,7.16,Thiruvananthapuram,Kerala
4139,4139,149.5,77.34,6.82,Nashik,Maharashtra
4140,4140,249.69,73.63,6.63,Bhopal,Madhya Pradesh
4141,4141,282.69,23.81,6.96,Jaipur,Rajasthan
4142,4142,228.46,51.36,6.65,Dehradun,Uttarakhand
4143,4143,60.48,74.4,2.31,Shimla,Himachal Pradesh
4144,4144,279.64,48.85,3.84,Shimla,Himachal Pradesh
4145,4145,213.48,72.91,7.38,Coimbatore,Tamil Nadu
4146,4146,125,64.42,6.15,Udaipur,Rajasthan
4147,4147,72.66,73.41,4.47,Surat,Gujarat
4148,4148,51.47,76.79,3.63,Chennai,Tamil Nadu
4149,4149,112.59,40.36,5.89,Lucknow,Uttar Pradesh
4150,4150,116.68,65.48,2.74,Mumbai,Maharashtra
4151,4151,175.29,52.94,5.8,Ranchi,Jharkhand
4152,4152,60.83,32.91,3.04,Bengaluru,Karnataka
4153,4153,70.4,56.18,4.99,Bhubaneswar,Odisha
4154,4154,199.29,25.62,4.34,Jaipur,Rajasthan
4155,4155,234.74,46.68,6.62,Jaipur,Rajasthan
4156,4156,282.18,34.39,4.48,Chandigarh,Chandigarh
4157,4157,57.04,64.85,3.22,Bengaluru,Karnataka
4158,4158,86.08,22.76,6.86,Shimla,Himachal Pradesh
4159,4159,100.84,23.36,5.01,Surat,Gujarat
4160,4160,155.95,53.62,4.25,Kolkata,West Bengal
4161,4161,286.47,48.11,8.27,Ranchi,Jharkhand
4162,4162,258.48,75.26,6.89,Delhi,Delhi
4163,4163,222.45,75.58,7.07,Patna,Bihar
4164,4164,225.48,53.78,5.34,Pune,Maharashtra
4165,4165,125.35,66.1,5.94,Dehradun,Uttarakhand
4166,4166,64.51,25.61,9.73,Thiruvananthapuram,Kerala
4167,4167,65.84,63.34,6.22,Kanpur,Uttar Pradesh
4168,4168,136.02,55.54,3.43,Bhubaneswar,Odisha
4169,4169,146.73,25.8,5.83,Mumbai,Maharashtra
4170,4170,261.24,39.5,2.95,Warangal,Telangana
4171,4171,273.06,69.87,6.11,Warangal,Telangana
4172,4172,127.5,74.57,9.53,Indore,Madhya Pradesh
4173,4173,118.58,53.83,4.99,Chandigarh,Chandigarh
4174,4174,176.5,58.59,6.69,Ranchi,Jharkhand
4175,4175,214.54,25.23,7.99,Surat,Gujarat
4176,4176,278.59,27.55,2.4,Siliguri,West Bengal
4177,4177,169.84,70.38,9.12,Pune,Maharashtra
4178,4178,189.73,69.31,4.65,Nashik,Maharashtra
4179,4179,146.63,29.66,8.97,Udaipur,Rajasthan
4180,4180,123.89,33.98,7.43,Indore,Madhya Pradesh
4181,4181,188,23.27,3.4,Chennai,Tamil Nadu
4182,4182,64.9,48.82,5.81,Lucknow,Uttar Pradesh
4183,4183,85.49,69.52,4.54,Patna,Bihar
4184,4184,99.58,68.28,8.88,Surat,Gujarat
4185,4185,93.48,38.61,2.66,Bhopal,Madhya Pradesh
4186,4186,168.34,23.2,6.06,Hyderabad,Telangana
4187,4187,91.84,79.72,8.82,Guwahati,Assam
4188,4188,73.93,26,3.8,Bhubaneswar,Odisha
4189,4189,104.96,62.8,6.68,Shimla,Himachal Pradesh
4190,4190,228.79,58.87,6.02,Ahmedabad,Gujarat
4191,4191,260.16,69.48,7.31,Kolkata,West Bengal
4192,4192,232.3,59.06,7.01,Kanpur,Uttar Pradesh
4193,4193,98.96,33.83,4.18,Siliguri,West Bengal
4194,4194,104.25,72.79,7.33,Bhubaneswar,Odisha
4195,4195,186.88,24.88,2.95,Lucknow,Uttar Pradesh
4196,4196,109.05,20.19,8.98,Warangal,Telangana
4197,4197,200.58,41.64,8.71,Dehradun,Uttarakhand
4198,4198,233.43,55.79,6.78,Delhi,Delhi
4199,4199,291.27,59.28,8.13,Nagpur,Maharashtra
4200,4200,160.81,31.75,3.71,Chandigarh,Chandigarh
4201,4201,253.58,70.08,8.97,Patna,Bihar
4202,4202,235.28,71.37,4.69,Thiruvananthapuram,Kerala
4203,4203,266.89,23.56,3.25,Kolkata,West Bengal
4204,4204,52.44,51.88,4.99,Lucknow,Uttar Pradesh
4205,4205,238.86,77.22,7.39,Bhopal,Madhya Pradesh
4206,4206,162.48,42.17,3.7,Mysuru,Karnataka
4207,4207,288.9,64.58,5.17,Guwahati,Assam
4208,4208,186.54,61,9.03,Thiruvananthapuram,Kerala
4209,4209,113.75,26.8,3.34,Chandigarh,Chandigarh
4210,4210,232.54,22.44,5.63,Mysuru,Karnataka
4211,4211,118.64,20.33,8.57,Ahmedabad,Gujarat
4212,4212,250.39,59.12,7.05,Chennai,Tamil Nadu
4213,4213,234,53.7,8.44,Kolkata,West Bengal
4214,4214,243.86,71.27,5.53,Chandigarh,Chandigarh
4215,4215,127.25,56.41,6.52,Shimla,Himachal Pradesh
4216,4216,93.78,42.08,3.77,Bhopal,Madhya Pradesh
4217,4217,262.45,67.17,8.91,Nagpur,Maharashtra
4218,4218,100.51,49.66,4.62,Siliguri,West Bengal
4219,4219,75.01,31.1,7.29,Nagpur,Maharashtra
4220,4220,299.79,73.86,7.13,Mysuru,Karnataka
4221,4221,58.23,38.77,3.58,Chennai,Tamil Nadu
4222,4222,264.14,25.02,3.82,Patna,Bihar
4223,4223,209.76,31.1,6.49,Dehradun,Uttarakhand
4224,4224,53.2,60.26,6.73,Ahmedabad,Gujarat
4225,4225,295.22,49.3,7.63,Delhi,Delhi
4226,4226,267.44,74.92,4.77,Udaipur,Rajasthan
4227,4227,226.89,29.61,5.47,Coimbatore,Tamil Nadu
4228,4228,77.64,38.09,3.12,Patna,Bihar
4229,4229,68.16,63.32,9.52,Mysuru,Karnataka
4230,4230,268.83,49.47,7.2,Dehradun,Uttarakhand
4231,4231,171.23,57.29,6.9,New Delhi,Delhi
4232,4232,204.42,71.51,3.21,Indore,Madhya Pradesh
4233,4233,142.17,24.83,9.8,Ranchi,Jharkhand
4234,4234,235.2,47.92,8.32,Guwahati,Assam
4235,4235,266.87,31.32,7.92,Nashik,Maharashtra
4236,4236,122.36,35.01,4.18,Patna,Bihar
4237,4237,140.42,54.03,9.34,Thiruvananthapuram,Kerala
4238,4238,222.66,50.99,4.34,Coimbatore,Tamil Nadu
4239,4239,109.76,49.55,9.61,Chandigarh,Chandigarh
4240,4240,293.67,57.84,2.09,Bhopal,Madhya Pradesh
4241,4241,106.82,21.21,6.36,Mumbai,Maharashtra
4242,4242,105.52,25.45,2.93,Lucknow,Uttar Pradesh
4243,4243,53.12,40.66,9.79,Thiruvananthapuram,Kerala
4244,4244,184.4,46.22,2.57,Kanpur,Uttar Pradesh
4245,4245,276.57,35.14,4.45,Coimbatore,Tamil Nadu
4246,4246,108.57,23.56,3.71,Warangal,Telangana
4247,4247,282.82,58.05,5.83,Chennai,Tamil Nadu
4248,4248,273.12,21.26,6.12,Thiruvananthapuram,Kerala
4249,4249,188.65,51.69,6.27,Udaipur,Rajasthan
4250,4250,281.06,24.81,9.58,Ranchi,Jharkhand
4251,4251,195.3,39.63,6.12,Ranchi,Jharkhand
4252,4252,172.65,67.47,8.55,Bhubaneswar,Odisha
4253,4253,80.51,42.85,4.79,New Delhi,Delhi
4254,4254,85.62,38.33,8.52,Thiruvananthapuram,Kerala
4255,4255,103.68,74.72,7.71,Bengaluru,Karnataka
4256,4256,94.3,32.56,8.93,Bengaluru,Karnataka
4257,4257,181.32,65.86,8.02,New Delhi,Delhi
4258,4258,65.14,56.58,3.91,New Delhi,Delhi
4259,4259,169.23,61.66,2.23,Pune,Maharashtra
4260,4260,138.14,52.98,6.94,Patna,Bihar
4261,4261,141.68,75.62,3.32,Guwahati,Assam
4262,4262,80.17,50.46,6.03,Ahmedabad,Gujarat
4263,4263,230.19,63.79,8.54,Bhubaneswar,Odisha
4264,4264,113.29,59.56,6.18,Lucknow,Uttar Pradesh
4265,4265,168.44,49.28,8.19,Ranchi,Jharkhand
4266,4266,275.88,22.77,6.59,Thiruvananthapuram,Kerala
4267,4267,174.34,25.47,8.94,Thiruvananthapuram,Kerala
4268,4268,230.5,69.61,3.15,Guwahati,Assam
4269,4269,151.61,73.01,7.78,Jaipur,Rajasthan
4270,4270,73.73,33,4.09,Thiruvananthapuram,Kerala
4271,4271,249.09,34.83,2.47,Nagpur,Maharashtra
4272,4272,130.52,65.3,8,Thiruvananthapuram,Kerala
4273,4273,97.75,57.82,2.96,Jaipur,Rajasthan
4274,4274,78.64,72.71,4.83,Warangal,Telangana
4275,4275,216.04,79.67,2.45,Indore,Madhya Pradesh
4276,4276,278.81,53.87,3.15,Udaipur,Rajasthan
4277,4277,204.76,45.73,4.89,Shimla,Himachal Pradesh
4278,4278,225.68,58.33,2.85,Nagpur,Maharashtra
4279,4279,178.12,70.62,3.44,Thiruvananthapuram,Kerala
4280,4280,119.53,59.46,4.2,Siliguri,West Bengal
4281,4281,137.24,73.39,7.2,Patna,Bihar
4282,4282,298.94,21.07,5.44,Warangal,Telangana
4283,4283,295.78,48.5,7.52,Ahmedabad,Gujarat
4284,4284,153.87,70.81,3.61,Kolkata,West Bengal
4285,4285,173.86,30.85,4.34,Bengaluru,Karnataka
4286,4286,63.26,23.6,8.91,Shimla,Himachal Pradesh
4287,4287,182.61,68.35,4.06,Delhi,Delhi
4288,4288,104.24,34.38,2.4,Chandigarh,Chandigarh
4289,4289,139.74,39.19,9.98,Guwahati,Assam
4290,4290,169.27,60.98,6.83,Pune,Maharashtra
4291,4291,148.37,33.67,9.57,Patna,Bihar
4292,4292,150.01,51.22,4.38,Guwahati,Assam
4293,4293,277.91,50.45,5.65,Siliguri,West Bengal
4294,4294,245.13,57.06,8.12,Thiruvananthapuram,Kerala
4295,4295,116.63,76.74,7.53,Dehradun,Uttarakhand
4296,4296,119.91,68.31,6.8,Chennai,Tamil Nadu
4297,4297,140.96,57.25,8.47,Nashik,Maharashtra
4298,4298,266.96,29.83,2.84,Warangal,Telangana
4299,4299,122.76,62.3,5.33,Nagpur,Maharashtra
4300,4300,163.64,24.86,6.2,Udaipur,Rajasthan
4301,4301,282.45,64.08,2.49,Ranchi,Jharkhand
4302,4302,157.78,54.99,5.3,Bhopal,Madhya Pradesh
4303,4303,104.7,67.52,2.96,Thiruvananthapuram,Kerala
4304,4304,212.31,74.84,9.9,Mumbai,Maharashtra
4305,4305,252.83,37.91,5.89,Warangal,Telangana
4306,4306,56.03,36.8,3.8,Indore,Madhya Pradesh
4307,4307,293.57,46.55,8.29,Surat,Gujarat
4308,4308,199.55,61.76,3.1,Mumbai,Maharashtra
4309,4309,87.59,68.8,3.96,Bengaluru,Karnataka
4310,4310,214.63,23,5.21,Nashik,Maharashtra
4311,4311,59.65,47.94,6.25,Dehradun,Uttarakhand
4312,4312,101.95,32.97,8.17,Nashik,Maharashtra
4313,4313,168.47,49.44,3.64,Kanpur,Uttar Pradesh
4314,4314,265.94,33.26,3.48,Indore,Madhya Pradesh
4315,4315,175.9,47.23,9.18,Lucknow,Uttar Pradesh
4316,4316,235.45,28.52,7.14,Ahmedabad,Gujarat
4317,4317,159.45,39.7,7.38,Dehradun,Uttarakhand
4318,4318,138.32,61.13,8.5,Warangal,Telangana
4319,4319,103.05,38.01,9.2,Pune,Maharashtra
4320,4320,251.39,20.12,6.96,Ranchi,Jharkhand
4321,4321,204.16,35.66,8.06,Lucknow,Uttar Pradesh
4322,4322,196.35,71.18,5.19,Bhubaneswar,Odisha
4323,4323,146.99,44.69,3.23,Nashik,Maharashtra
4324,4324,186.16,54.41,9.03,Nagpur,Maharashtra
4325,4325,184.92,72.91,3.86,Dehradun,Uttarakhand
4326,4326,233.09,49.4,8.62,Nagpur,Maharashtra
4327,4327,205.88,43.14,8.91,Shimla,Himachal Pradesh
4328,4328,168.78,44.18,2.15,Kanpur,Uttar Pradesh
4329,4329,140.31,20.67,2.07,Kolkata,West Bengal
4330,4330,78.56,31.74,6.08,Thiruvananthapuram,Kerala
4331,4331,74.43,47.57,9.33,Mysuru,Karnataka
4332,4332,51.12,79.14,7.14,Ahmedabad,Gujarat
4333,4333,296.32,49,7.13,Coimbatore,Tamil Nadu
4334,4334,80.91,50.99,4.99,Bengaluru,Karnataka
4335,4335,153.55,35.66,9.1,Nagpur,Maharashtra
4336,4336,82.78,75.38,2.21,New Delhi,Delhi
4337,4337,276.45,30.77,4.41,Hyderabad,Telangana
4338,4338,158.28,78.35,5.31,Bhopal,Madhya Pradesh
4339,4339,168.24,69.66,6.49,Lucknow,Uttar Pradesh
4340,4340,152.31,30.99,5.23,Dehradun,Uttarakhand
4341,4341,253.59,37.92,3.75,Udaipur,Rajasthan
4342,4342,99.28,54.25,3.58,Guwahati,Assam
4343,4343,56.32,54.67,2.95,Mumbai,Maharashtra
4344,4344,272.52,24.66,5.24,Siliguri,West Bengal
4345,4345,194,41.92,5.56,Guwahati,Assam
4346,4346,91.87,32.58,4.52,Bhopal,Madhya Pradesh
4347,4347,287.8,60.75,7.44,Bhopal,Madhya Pradesh
4348,4348,56.46,68.75,4.58,Mumbai,Maharashtra
4349,4349,88.59,65.16,3.07,Nashik,Maharashtra
4350,4350,262.02,43.3,4.62,Bhopal,Madhya Pradesh
4351,4351,196.8,44.77,7.73,Udaipur,Rajasthan
4352,4352,275.54,26.65,6.83,Udaipur,Rajasthan
4353,4353,225.41,44.59,2.35,Nashik,Maharashtra
4354,4354,269.92,26.87,9.55,Guwahati,Assam
4355,4355,281.16,75.06,6.55,Jaipur,Rajasthan
4356,4356,150.43,76.49,2.37,Patna,Bihar
4357,4357,90.04,21.49,9.36,Mumbai,Maharashtra
4358,4358,126.99,27.84,6.09,Ahmedabad,Gujarat
4359,4359,112.06,39.17,3.13,Patna,Bihar
4360,4360,75.36,79.54,9.77,Dehradun,Uttarakhand
4361,4361,96.48,57.54,3.18,Chandigarh,Chandigarh
4362,4362,92.34,35.47,8.5,Bhopal,Madhya Pradesh
4363,4363,194.26,26.35,9.07,Delhi,Delhi
4364,4364,133.32,40.89,4.63,Jaipur,Rajasthan
4365,4365,74.38,66.58,4.56,Thiruvananthapuram,Kerala
4366,4366,155.45,70.89,9.52,Guwahati,Assam
4367,4367,257.13,59.28,3.41,Kochi,Kerala
4368,4368,177.81,56.96,5.86,Bhubaneswar,Odisha
4369,4369,88.15,78.11,7.31,Lucknow,Uttar Pradesh
4370,4370,227.91,25.96,7.54,Chandigarh,Chandigarh
4371,4371,151.33,37.96,8.49,Chennai,Tamil Nadu
4372,4372,285.29,54.65,4.32,Pune,Maharashtra
4373,4373,199.93,54.98,9.98,Ranchi,Jharkhand
4374,4374,199.42,63.75,6.38,Dehradun,Uttarakhand
4375,4375,105.76,70.6,2.57,Patna,Bihar
4376,4376,125.83,23.53,2.77,Ahmedabad,Gujarat
4377,4377,105.89,45.33,5.39,Bhubaneswar,Odisha
4378,4378,269.15,43.1,6.26,Udaipur,Rajasthan
4379,4379,178.69,52.34,2.21,Guwahati,Assam
4380,4380,85.56,68.13,8.37,Chennai,Tamil Nadu
4381,4381,204.47,22.23,3.53,Nashik,Maharashtra
4382,4382,133.22,63.14,6.06,Patna,Bihar
4383,4383,103.07,65.64,9.69,Chandigarh,Chandigarh
4384,4384,210.35,23.23,6.55,Nashik,Maharashtra
4385,4385,232.99,67.12,3.62,Delhi,Delhi
4386,4386,266.79,35.17,2.72,Lucknow,Uttar Pradesh
4387,4387,91.25,74.46,8.2,Ahmedabad,Gujarat
4388,4388,232.21,58.7,6.88,Chennai,Tamil Nadu
4389,4389,208.92,27.39,2.06,Chennai,Tamil Nadu
4390,4390,241.41,76.59,8.51,Coimbatore,Tamil Nadu
4391,4391,58.39,78.15,8.97,Mysuru,Karnataka
4392,4392,141.07,42.51,7.57,Bhubaneswar,Odisha
4393,4393,284.68,35.57,5.89,Chennai,Tamil Nadu
4394,4394,203.87,37.9,3.34,Mumbai,Maharashtra
4395,4395,65.9,37.08,7.16,Ranchi,Jharkhand
4396,4396,167.18,71.49,5.89,Shimla,Himachal Pradesh
4397,4397,225.44,25.08,7.02,Patna,Bihar
4398,4398,133.34,45.19,5.65,Pune,Maharashtra
4399,4399,266.14,30.65,3.81,Warangal,Telangana
4400,4400,232.32,47.49,9.64,Surat,Gujarat
4401,4401,295.3,68.62,7.6,Udaipur,Rajasthan
4402,4402,165.61,22.91,4.62,Udaipur,Rajasthan
4403,4403,226.95,22.35,4.66,Thiruvananthapuram,Kerala
4404,4404,180.18,36.25,8.85,Chandigarh,Chandigarh
4405,4405,172.34,36.26,5.13,Bhopal,Madhya Pradesh
4406,4406,252.5,35.76,3.82,Chandigarh,Chandigarh
4407,4407,145.97,63.1,2.04,Surat,Gujarat
4408,4408,250.99,70,9.43,Siliguri,West Bengal
4409,4409,82.87,50.26,2.36,Dehradun,Uttarakhand
4410,4410,86.15,65.88,3.66,Lucknow,Uttar Pradesh
4411,4411,57.63,60.06,8.3,Coimbatore,Tamil Nadu
4412,4412,104.14,79.88,5.28,Shimla,Himachal Pradesh
4413,4413,174.06,57.17,3.55,Udaipur,Rajasthan
4414,4414,84.88,47.45,8.17,Patna,Bihar
4415,4415,80.87,54.41,8.61,Lucknow,Uttar Pradesh
4416,4416,218.48,79.75,6.3,Chennai,Tamil Nadu
4417,4417,133.29,43.02,7,Jaipur,Rajasthan
4418,4418,79.87,74.25,2.32,Delhi,Delhi
4419,4419,168.21,45.51,9.76,Udaipur,Rajasthan
4420,4420,183.7,46.47,5.35,Ranchi,Jharkhand
4421,4421,229.72,78.61,7.97,Mysuru,Karnataka
4422,4422,182.47,23.32,9.9,Siliguri,West Bengal
4423,4423,201.54,73.61,9.44,Kochi,Kerala
4424,4424,270.71,26.32,7.57,Hyderabad,Telangana
4425,4425,103.01,43.86,2.88,Warangal,Telangana
4426,4426,252.33,48.32,6.43,Pune,Maharashtra
4427,4427,203.34,65.26,3.69,Mumbai,Maharashtra
4428,4428,78.36,76.77,3.04,Jaipur,Rajasthan
4429,4429,207.97,61.08,6.16,Dehradun,Uttarakhand
4430,4430,117.51,71.07,6.41,Jaipur,Rajasthan
4431,4431,206.66,35.21,6.96,New Delhi,Delhi
4432,4432,222.23,41.46,9.72,Surat,Gujarat
4433,4433,251.51,39.41,4.09,Mumbai,Maharashtra
4434,4434,200.15,71.35,9.6,Chandigarh,Chandigarh
4435,4435,146.75,23.02,3.92,Indore,Madhya Pradesh
4436,4436,178.76,52.39,6.85,Indore,Madhya Pradesh
4437,4437,205.39,69.96,8.93,Ahmedabad,Gujarat
4438,4438,241.86,70.69,5.16,Udaipur,Rajasthan
4439,4439,247.1,54.79,9.45,Kanpur,Uttar Pradesh
4440,4440,199.03,22.91,7.44,Thiruvananthapuram,Kerala
4441,4441,76.32,53.94,6.59,Kochi,Kerala
4442,4442,96.83,20.05,8.17,Mumbai,Maharashtra
4443,4443,174.69,23.06,9.64,Ahmedabad,Gujarat
4444,4444,132.43,21.2,9.76,Chennai,Tamil Nadu
4445,4445,101.7,77.21,8.38,Mysuru,Karnataka
4446,4446,162.2,40.74,6.51,Warangal,Telangana
4447,4447,138.35,52.44,2.81,Surat,Gujarat
4448,4448,284.15,61.77,6.7,Jaipur,Rajasthan
4449,4449,246.85,28.61,3.76,Kochi,Kerala
4450,4450,84.98,41.45,8.06,Kolkata,West Bengal
4451,4451,242.63,66.82,7.52,Mysuru,Karnataka
4452,4452,239.48,45.35,5.89,Patna,Bihar
4453,4453,84.28,27.72,8.61,Delhi,Delhi
4454,4454,236.1,65.77,9.36,Bhopal,Madhya Pradesh
4455,4455,212.84,38.6,9.36,Dehradun,Uttarakhand
4456,4456,53.85,60.64,8.05,Siliguri,West Bengal
4457,4457,54.57,61.48,5.11,Indore,Madhya Pradesh
4458,4458,270.03,49.69,3.97,Indore,Madhya Pradesh
4459,4459,171.15,54.83,7.95,Nagpur,Maharashtra
4460,4460,53.7,57.19,7.05,Pune,Maharashtra
4461,4461,226.39,58.06,8.31,Surat,Gujarat
4462,4462,161.71,71.91,3.38,Nashik,Maharashtra
4463,4463,59.93,58.09,9.53,Lucknow,Uttar Pradesh
4464,4464,52.26,38.2,2.16,Kanpur,Uttar Pradesh
4465,4465,68.83,53.35,9.64,Ranchi,Jharkhand
4466,4466,275.01,65.39,3.6,Mumbai,Maharashtra
