material_id,material_name,category
2570,Lubricating Oil,Electronics
2571,Textile Cotton Fiber,Construction
2572,Epoxy Resin,Metal
2573,Cement Bag,Plastic
2574,Acrylic Paint,Textile
2575,Textile Cotton Fiber,Electronics
2576,Leather Sheet,Plastic
2577,Rubber Gasket,Plastic
2578,Timber Plank,Chemical
2579,Polyester Yarn,Chemical
2580,Polycarbonate Sheet,Electronics
2581,Gypsum Powder,Packaging
2582,Transformer Core,Plastic
2583,Aluminum Sheet,Metal
2584,Foam Padding,Packaging
2585,Latex Compound,Plastic
2586,Silicone Sealant,Packaging
2587,Polycarbonate Sheet,Chemical
2588,Synthetic Rubber Sheet,Packaging
2589,Lubricating Oil,Chemical
2590,Plastic Packaging Film,Construction
2591,Coolant Liquid,Plastic
2592,Aluminum Foil Roll,Plastic
2593,Latex Compound,Electronics
2594,HDPE Granules,Construction
2595,Steel Rod,Plastic
2596,Silicone Sealant,Textile
2597,Latex Compound,Electronics
2598,ABS Plastic Pellets,Packaging
2599,Silicone Sealant,Electronics
2600,Epoxy Resin,Chemical
2601,Hydraulic Oil,Construction
2602,Polyester Yarn,Textile
2603,Lubricating Oil,Chemical
2604,Industrial Grease,Electronics
2605,Glass Fiber,Construction
2606,MDF Board,Packaging
2607,Industrial Adhesive,Textile
2608,Concrete Additive,Chemical
2609,Copper Wire,Plastic
2610,Polyester Yarn,Metal
2611,Acrylic Paint,Construction
2612,MDF Board,Electronics
2613,Latex Compound,Plastic
2614,PVC Pipe,Chemical
2615,Lithium Battery Cell,Construction
2616,Nylon Fiber,Chemical
2617,Gypsum Powder,Construction
2618,Leather Sheet,Packaging
2619,Hydraulic Oil,Metal
2620,Industrial Grease,Chemical
2621,Aluminum Sheet,Electronics
2622,MDF Board,Packaging
2623,Brass Pipe,Packaging
2624,Gravel Stone,Plastic
2625,Powder Coating Material,Chemical
2626,Coolant Liquid,Construction
2627,Wooden Plywood Sheet,Metal
2628,Packaging Cardboard,Plastic
2629,Synthetic Rubber Sheet,Plastic
2630,Latex Compound,Textile
2631,Iron Ore,Electronics
2632,Gypsum Powder,Chemical
2633,Transformer Core,Construction
2634,Concrete Additive,Construction
2635,Paint Pigment,Electronics
2636,Synthetic Rubber Sheet,Construction
2637,Powder Coating Material,Construction
2638,Brass Pipe,Packaging
2639,Denim Fabric,Packaging
2640,Gypsum Powder,Chemical
2641,Stainless Steel Bolt,Metal
2642,Gravel Stone,Chemical
2643,Aluminum Sheet,Packaging
2644,Thermal Insulation Wool,Packaging
2645,HDPE Granules,Plastic
2646,Printed Circuit Board,Plastic
2647,Aluminum Sheet,Electronics
2648,Ceramic Insulator,Construction
2649,PVC Pipe,Electronics
2650,HDPE Granules,Chemical
2651,Nylon Fiber,Plastic
2652,Textile Cotton Fiber,Electronics
2653,Polyester Yarn,Chemical
2654,HDPE Granules,Chemical
2655,HDPE Granules,Chemical
2656,Transformer Core,Construction
2657,Iron Ore,Plastic
2658,Ceramic Insulator,Plastic
2659,Ceramic Insulator,Packaging
2660,HDPE Granules,Electronics
2661,Thermal Insulation Wool,Plastic
2662,Tempered Glass Panel,Packaging
2663,Aluminum Sheet,Textile
2664,Nylon Fiber,Construction
2665,Copper Wire,Chemical
2666,Stainless Steel Bolt,Plastic
2667,Polyester Yarn,Electronics
2668,Lubricating Oil,Chemical
2669,MDF Board,Textile
2670,Denim Fabric,Metal
2671,Gravel Stone,Textile
2672,Copper Wire,Plastic
2673,MDF Board,Textile
2674,PVC Pipe,Plastic
2675,Electric Motor Coil,Plastic
2676,Glass Fiber,Textile
2677,Printed Circuit Board,Textile
2678,ABS Plastic Pellets,Textile
2679,Latex Compound,Construction
2680,Polyester Yarn,Textile
2681,Cement Bag,Electronics
2682,Corrugated Box,Metal
2683,Cement Bag,Electronics
2684,Epoxy Resin,Chemical
2685,Lubricating Oil,Plastic
2686,ABS Plastic Pellets,Construction
2687,Denim Fabric,Electronics
2688,Aluminum Sheet,Plastic
2689,Packaging Cardboard,Construction
2690,Cement Bag,Construction
2691,Polycarbonate Sheet,Plastic
2692,Nylon Fiber,Textile
2693,Coolant Liquid,Packaging
2694,Rubber Gasket,Electronics
2695,Steel Rod,Chemical
2696,Timber Plank,Metal
2697,Powder Coating Material,Textile
2698,Printed Circuit Board,Chemical
2699,Latex Compound,Electronics
2700,Corrugated Box,Textile
2701,HDPE Granules,Electronics
2702,Sand Aggregate,Plastic
2703,Foam Padding,Electronics
2704,Packaging Cardboard,Construction
2705,Lubricating Oil,Electronics
2706,MDF Board,Construction
2707,Brass Pipe,Plastic
2708,Synthetic Rubber Sheet,Construction
2709,Transformer Core,Metal
2710,Packaging Cardboard,Electronics
2711,Industrial Grease,Textile
2712,Ceramic Insulator,Metal
2713,Corrugated Box,Packaging
2714,Aluminum Sheet,Packaging
2715,Lithium Battery Cell,Packaging
2716,Aluminum Foil Roll,Electronics
2717,Iron Ore,Plastic
2718,Gravel Stone,Textile
2719,Transformer Core,Metal
2720,Textile Cotton Fiber,Construction
2721,Paint Pigment,Chemical
2722,Hydraulic Oil,Textile
2723,Corrugated Box,Chemical
2724,Lubricating Oil,Plastic
2725,Transformer Core,Plastic
2726,Latex Compound,Construction
2727,ABS Plastic Pellets,Metal
2728,Polyester Yarn,Chemical
2729,Plastic Packaging Film,Packaging
2730,Rubber Gasket,Construction
2731,Transformer Core,Plastic
2732,Paint Pigment,Electronics
2733,Coolant Liquid,Metal
2734,Cement Bag,Chemical
2735,Microcontroller Chip,Chemical
2736,Electric Motor Coil,Construction
2737,Wooden Plywood Sheet,Chemical
2738,Silicone Sealant,Chemical
2739,MDF Board,Textile
2740,Polyester Yarn,Chemical
2741,Nylon Fiber,Electronics
2742,Copper Wire,Plastic
2743,Stainless Steel Bolt,Textile
2744,Lubricating Oil,Textile
2745,Nylon Fiber,Packaging
2746,Silicone Sealant,Metal
2747,Iron Ore,Textile
2748,Printed Circuit Board,Construction
2749,Ceramic Insulator,Electronics
2750,MDF Board,Electronics
2751,Thermal Insulation Wool,Chemical
2752,Nylon Fiber,Plastic
2753,Thermal Insulation Wool,Packaging
2754,Polycarbonate Sheet,Construction
2755,Industrial Adhesive,Electronics
2756,Epoxy Resin,Packaging
2757,Leather Sheet,Textile
2758,Microcontroller Chip,Chemical
2759,Iron Ore,Metal
2760,Epoxy Resin,Plastic
2761,Steel Rod,Electronics
2762,Ceramic Insulator,Metal
2763,LED Module,Electronics
2764,Timber Plank,Chemical
2765,Rubber Gasket,Packaging
2766,Nylon Fiber,Textile
2767,Gypsum Powder,Textile
2768,Plastic Packaging Film,Packaging
2769,Silicone Sealant,Construction
2770,MDF Board,Construction
2771,Packaging Cardboard,Textile
2772,Lubricating Oil,Packaging
2773,Polycarbonate Sheet,Textile
2774,Ceramic Insulator,Chemical
2775,Glass Fiber,Metal
2776,Stainless Steel Bolt,Packaging
2777,Corrugated Box,Electronics
2778,Powder Coating Material,Textile
2779,Textile Cotton Fiber,Electronics
2780,Gypsum Powder,Textile
2781,ABS Plastic Pellets,Textile
2782,Iron Ore,Plastic
2783,Copper Wire,Metal
2784,HDPE Granules,Textile
2785,Iron Ore,Metal
2786,Iron Ore,Construction
2787,Polyester Yarn,Electronics
2788,Sand Aggregate,Packaging
2789,Timber Plank,Chemical
2790,Latex Compound,Electronics
2791,Thermal Insulation Wool,Packaging
2792,MDF Board,Textile
2793,Stainless Steel Bolt,Packaging
2794,Powder Coating Material,Electronics
2795,LED Module,Metal
2796,Steel Rod,Construction
2797,Rubber Gasket,Packaging
2798,Synthetic Rubber Sheet,Plastic
2799,Foam Padding,Plastic
2800,Silicone Sealant,Construction
2801,ABS Plastic Pellets,Electronics
2802,Acrylic Paint,Electronics
2803,Iron Ore,Textile
2804,Wooden Plywood Sheet,Construction
2805,Silicone Sealant,Packaging
2806,HDPE Granules,Packaging
2807,Stainless Steel Bolt,Packaging
2808,Iron Ore,Plastic
2809,Sand Aggregate,Electronics
2810,Aluminum Foil Roll,Metal
2811,Hydraulic Oil,Textile
2812,Textile Cotton Fiber,Metal
2813,Rubber Gasket,Packaging
2814,Foam Padding,Electronics
2815,Packaging Cardboard,Chemical
2816,LED Module,Chemical
2817,Hydraulic Oil,Textile
2818,Epoxy Resin,Chemical
2819,Wooden Plywood Sheet,Textile
2820,Lithium Battery Cell,Textile
2821,Packaging Cardboard,Metal
2822,Synthetic Rubber Sheet,Packaging
2823,Printed Circuit Board,Plastic
2824,Coolant Liquid,Packaging
2825,Foam Padding,Construction
2826,Nylon Fiber,Metal
2827,Steel Rod,Plastic
2828,Hydraulic Oil,Electronics
2829,Aluminum Foil Roll,Plastic
2830,Leather Sheet,Chemical
2831,Foam Padding,Construction
2832,Industrial Adhesive,Plastic
2833,Industrial Adhesive,Plastic
2834,Sand Aggregate,Plastic
2835,Gypsum Powder,Plastic
2836,Cement Bag,Construction
2837,Aluminum Foil Roll,Plastic
2838,Coolant Liquid,Construction
2839,Steel Rod,Chemical
2840,Latex Compound,Construction
2841,Hydraulic Oil,Electronics
2842,Rubber Gasket,Packaging
2843,Powder Coating Material,Metal
2844,Printed Circuit Board,Electronics
2845,Aluminum Foil Roll,Plastic
2846,Hydraulic Oil,Packaging
2847,Polycarbonate Sheet,Metal
2848,Wooden Plywood Sheet,Electronics
2849,Microcontroller Chip,Electronics
2850,Gypsum Powder,Textile
2851,Rubber Gasket,Electronics
2852,Tempered Glass Panel,Packaging
2853,Printed Circuit Board,Metal
2854,Packaging Cardboard,Electronics
2855,Epoxy Resin,Electronics
2856,Leather Sheet,Textile
2857,Corrugated Box,Metal
2858,Hydraulic Oil,Chemical
2859,Cement Bag,Construction
2860,Polycarbonate Sheet,Packaging
2861,Synthetic Rubber Sheet,Textile
2862,Foam Padding,Construction
2863,Corrugated Box,Textile
2864,Steel Rod,Construction
2865,Transformer Core,Electronics
2866,Industrial Grease,Chemical
2867,Aluminum Foil Roll,Plastic
2868,Textile Cotton Fiber,Plastic
2869,Concrete Additive,Metal
2870,Transformer Core,Construction
2871,Acrylic Paint,Metal
2872,Coolant Liquid,Construction
2873,Plastic Packaging Film,Electronics
2874,Ceramic Insulator,Packaging
2875,LED Module,Chemical
2876,Acrylic Paint,Textile
2877,Coolant Liquid,Chemical
2878,Synthetic Rubber Sheet,Textile
2879,Copper Wire,Textile
2880,Transformer Core,Packaging
2881,ABS Plastic Pellets,Metal
2882,Aluminum Sheet,Plastic
2883,Textile Cotton Fiber,Metal
2884,Denim Fabric,Electronics
2885,Plastic Packaging Film,Metal
2886,Brass Pipe,Plastic
2887,Silicone Sealant,Metal
2888,Latex Compound,Construction
2889,Nylon Fiber,Electronics
2890,Cement Bag,Construction
2891,HDPE Granules,Chemical
2892,Lubricating Oil,Electronics
2893,Transformer Core,Metal
2894,Hydraulic Oil,Metal
2895,Industrial Grease,Chemical
2896,Timber Plank,Plastic
2897,Timber Plank,Construction
2898,Concrete Additive,Construction
2899,Microcontroller Chip,Electronics
2900,Wooden Plywood Sheet,Plastic
2901,LED Module,Metal
2902,Timber Plank,Chemical
2903,Aluminum Sheet,Plastic
2904,Industrial Grease,Plastic
2905,Sand Aggregate,Textile
2906,Electric Motor Coil,Construction
2907,Timber Plank,Construction
2908,Industrial Adhesive,Construction
2909,Foam Padding,Textile
2910,Microcontroller Chip,Metal
2911,Tempered Glass Panel,Construction
2912,Thermal Insulation Wool,Textile
2913,Thermal Insulation Wool,Chemical
2914,Denim Fabric,Electronics
2915,Rubber Gasket,Metal
2916,ABS Plastic Pellets,Chemical
2917,Packaging Cardboard,Plastic
2918,Wooden Plywood Sheet,Textile
2919,Leather Sheet,Construction
2920,Synthetic Rubber Sheet,Packaging
2921,Latex Compound,Textile
2922,Thermal Insulation Wool,Textile
2923,Aluminum Sheet,Electronics
2924,Iron Ore,Metal
2925,Nylon Fiber,Packaging
2926,Sand Aggregate,Chemical
2927,HDPE Granules,Plastic
2928,Ceramic Insulator,Packaging
2929,Ceramic Insulator,Textile
2930,Aluminum Foil Roll,Electronics
2931,Epoxy Resin,Plastic
2932,Polyester Yarn,Chemical
2933,Synthetic Rubber Sheet,Chemical
2934,Denim Fabric,Construction
2935,Aluminum Sheet,Chemical
2936,Silicone Sealant,Electronics
2937,Aluminum Sheet,Packaging
2938,Thermal Insulation Wool,Electronics
2939,Glass Fiber,Textile
2940,Industrial Adhesive,Chemical
2941,Foam Padding,Construction
2942,Wooden Plywood Sheet,Plastic
2943,Paint Pigment,Construction
2944,Acrylic Paint,Construction
2945,Acrylic Paint,Chemical
2946,Iron Ore,Packaging
2947,Packaging Cardboard,Construction
2948,Lithium Battery Cell,Electronics
2949,Nylon Fiber,Packaging
2950,Printed Circuit Board,Metal
2951,Acrylic Paint,Textile
2952,Plastic Packaging Film,Packaging
2953,ABS Plastic Pellets,Chemical
2954,Copper Wire,Chemical
2955,Electric Motor Coil,Packaging
2956,Brass Pipe,Electronics
2957,Nylon Fiber,Textile
2958,Glass Fiber,Packaging
2959,Foam Padding,Packaging
2960,Aluminum Sheet,Packaging
2961,Copper Wire,Plastic
2962,HDPE Granules,Plastic
2963,Powder Coating Material,Textile
2964,Gypsum Powder,Chemical
2965,Nylon Fiber,Packaging
2966,LED Module,Plastic
2967,Glass Fiber,Chemical
2968,Leather Sheet,Metal
2969,Acrylic Paint,Textile
2970,Tempered Glass Panel,Chemical
2971,Transformer Core,Chemical
2972,Ceramic Insulator,Plastic
2973,Gypsum Powder,Electronics
2974,Lithium Battery Cell,Electronics
2975,Packaging Cardboard,Textile
2976,Printed Circuit Board,Textile
2977,Concrete Additive,Metal
2978,Industrial Grease,Packaging
2979,ABS Plastic Pellets,Metal
2980,Plastic Packaging Film,Electronics
2981,Electric Motor Coil,Chemical
2982,Gravel Stone,Construction
2983,Packaging Cardboard,Construction
2984,Aluminum Foil Roll,Textile
2985,Iron Ore,Metal
2986,Latex Compound,Packaging
2987,Nylon Fiber,Textile
2988,Iron Ore,Metal
2989,Packaging Cardboard,Textile
2990,Plastic Packaging Film,Metal
2991,PVC Pipe,Packaging
2992,Epoxy Resin,Chemical
2993,Lithium Battery Cell,Chemical
2994,Textile Cotton Fiber,Electronics
2995,Cement Bag,Electronics
2996,Acrylic Paint,Electronics
2997,Hydraulic Oil,Construction
2998,Wooden Plywood Sheet,Construction
2999,Timber Plank,Construction
3000,Ceramic Insulator,Chemical
3001,ABS Plastic Pellets,Plastic
3002,Microcontroller Chip,Chemical
3003,Plastic Packaging Film,Packaging
3004,Printed Circuit Board,Packaging
3005,Industrial Adhesive,Textile
3006,Denim Fabric,Metal
3007,Coolant Liquid,Chemical
3008,Lithium Battery Cell,Packaging
3009,Brass Pipe,Chemical
3010,PVC Pipe,Electronics
3011,LED Module,Electronics
3012,Plastic Packaging Film,Construction
3013,Transformer Core,Electronics
3014,Copper Wire,Plastic
3015,Microcontroller Chip,Metal
3016,Steel Rod,Textile
3017,Ceramic Insulator,Chemical
3018,ABS Plastic Pellets,Plastic
3019,Electric Motor Coil,Plastic
3020,LED Module,Construction
3021,Polycarbonate Sheet,Metal
3022,Plastic Packaging Film,Construction
3023,Polyester Yarn,Construction
3024,Paint Pigment,Electronics
3025,Polycarbonate Sheet,Packaging
3026,Nylon Fiber,Plastic
3027,Industrial Grease,Metal
3028,Synthetic Rubber Sheet,Textile
3029,HDPE Granules,Electronics
3030,Industrial Grease,Construction
3031,Lubricating Oil,Electronics
3032,Denim Fabric,Packaging
3033,Glass Fiber,Metal
3034,Nylon Fiber,Electronics
3035,Concrete Additive,Textile
3036,Textile Cotton Fiber,Textile
3037,Epoxy Resin,Packaging
3038,Polycarbonate Sheet,Packaging
3039,Wooden Plywood Sheet,Packaging
3040,Electric Motor Coil,Packaging
3041,Latex Compound,Textile
3042,Thermal Insulation Wool,Packaging
3043,Lithium Battery Cell,Metal
3044,Polycarbonate Sheet,Packaging
3045,Silicone Sealant,Electronics
3046,Timber Plank,Electronics
3047,Acrylic Paint,Textile
3048,Paint Pigment,Construction
3049,PVC Pipe,Packaging
3050,HDPE Granules,Chemical
3051,Printed Circuit Board,Textile
3052,Powder Coating Material,Packaging
3053,LED Module,Electronics
3054,HDPE Granules,Construction
3055,Packaging Cardboard,Metal
3056,Acrylic Paint,Metal
3057,Concrete Additive,Packaging
3058,Powder Coating Material,Plastic
3059,ABS Plastic Pellets,Plastic
3060,Industrial Adhesive,Electronics
3061,Iron Ore,Metal
3062,ABS Plastic Pellets,Construction
3063,Tempered Glass Panel,Chemical
3064,Gravel Stone,Electronics
3065,Leather Sheet,Construction
3066,Nylon Fiber,Chemical
3067,Denim Fabric,Textile
3068,Packaging Cardboard,Chemical
3069,PVC Pipe,Plastic
3070,Synthetic Rubber Sheet,Packaging
3071,Gravel Stone,Plastic
3072,Acrylic Paint,Electronics
3073,Nylon Fiber,Electronics
3074,Steel Rod,Electronics
3075,Foam Padding,Plastic
3076,Electric Motor Coil,Plastic
3077,Electric Motor Coil,Textile
3078,Rubber Gasket,Electronics
3079,Plastic Packaging Film,Plastic
3080,Cement Bag,Chemical
3081,Leather Sheet,Plastic
3082,Steel Rod,Chemical
3083,Electric Motor Coil,Construction
3084,Cement Bag,Chemical
3085,Lubricating Oil,Metal
3086,Nylon Fiber,Plastic
3087,Brass Pipe,Textile
3088,Denim Fabric,Chemical
3089,Brass Pipe,Chemical
3090,Industrial Adhesive,Plastic
3091,Epoxy Resin,Construction
3092,Packaging Cardboard,Textile
3093,Corrugated Box,Chemical
3094,Powder Coating Material,Electronics
3095,Glass Fiber,Electronics
3096,Plastic Packaging Film,Metal
3097,Foam Padding,Packaging
3098,Textile Cotton Fiber,Chemical
3099,Concrete Additive,Electronics
3100,Epoxy Resin,Construction
3101,LED Module,Chemical
3102,Coolant Liquid,Metal
3103,Plastic Packaging Film,Chemical
3104,Gypsum Powder,Plastic
3105,Aluminum Sheet,Metal
3106,Lubricating Oil,Chemical
3107,ABS Plastic Pellets,Textile
3108,Latex Compound,Plastic
3109,Iron Ore,Textile
3110,Ceramic Insulator,Construction
3111,Plastic Packaging Film,Chemical
3112,Iron Ore,Textile
3113,HDPE Granules,Packaging
3114,Cement Bag,Plastic
3115,Lubricating Oil,Packaging
3116,Timber Plank,Construction
3117,Aluminum Sheet,Textile
3118,LED Module,Construction
3119,ABS Plastic Pellets,Metal
3120,Denim Fabric,Metal
3121,PVC Pipe,Construction
3122,ABS Plastic Pellets,Textile
3123,Aluminum Sheet,Metal
3124,Synthetic Rubber Sheet,Metal
3125,Wooden Plywood Sheet,Packaging
3126,Concrete Additive,Metal
3127,Transformer Core,Packaging
3128,Brass Pipe,Packaging
3129,Copper Wire,Chemical
3130,Polycarbonate Sheet,Construction
3131,Steel Rod,Plastic
3132,Tempered Glass Panel,Electronics
3133,Packaging Cardboard,Construction
3134,Cement Bag,Construction
3135,Timber Plank,Metal
3136,Foam Padding,Metal
3137,Ceramic Insulator,Construction
3138,Polycarbonate Sheet,Packaging
3139,Wooden Plywood Sheet,Packaging
3140,Epoxy Resin,Chemical
3141,Aluminum Foil Roll,Metal
3142,Microcontroller Chip,Electronics
3143,HDPE Granules,Chemical
3144,Polycarbonate Sheet,Plastic
3145,ABS Plastic Pellets,Textile
3146,Electric Motor Coil,Textile
3147,Wooden Plywood Sheet,Packaging
3148,PVC Pipe,Textile
3149,Lithium Battery Cell,Textile
3150,Plastic Packaging Film,Electronics
3151,Wooden Plywood Sheet,Metal
3152,Electric Motor Coil,Chemical
3153,Concrete Additive,Packaging
3154,MDF Board,Construction
3155,Wooden Plywood Sheet,Metal
3156,Electric Motor Coil,Construction
3157,Gypsum Powder,Metal
3158,ABS Plastic Pellets,Construction
3159,Polycarbonate Sheet,Metal
3160,Thermal Insulation Wool,Packaging
3161,Denim Fabric,Chemical
3162,Aluminum Sheet,Metal
3163,ABS Plastic Pellets,Textile
3164,Rubber Gasket,Construction
3165,Foam Padding,Metal
3166,Polyester Yarn,Plastic
3167,Latex Compound,Construction
3168,Rubber Gasket,Construction
3169,Gypsum Powder,Metal
3170,Copper Wire,Chemical
3171,Epoxy Resin,Packaging
3172,Synthetic Rubber Sheet,Packaging
3173,Stainless Steel Bolt,Metal
3174,Lithium Battery Cell,Chemical
3175,Ceramic Insulator,Plastic
3176,Steel Rod,Construction
3177,Paint Pigment,Plastic
3178,Epoxy Resin,Metal
3179,Gravel Stone,Packaging
3180,Latex Compound,Packaging
3181,Denim Fabric,Electronics
3182,Iron Ore,Textile
3183,Industrial Grease,Textile
3184,Denim Fabric,Electronics
3185,Hydraulic Oil,Packaging
3186,Foam Padding,Plastic
3187,Textile Cotton Fiber,Electronics
3188,Packaging Cardboard,Textile
3189,Steel Rod,Metal
3190,LED Module,Metal
3191,Packaging Cardboard,Plastic
3192,Denim Fabric,Chemical
3193,Sand Aggregate,Packaging
3194,Microcontroller Chip,Plastic
3195,LED Module,Plastic
3196,Concrete Additive,Textile
3197,Epoxy Resin,Metal
3198,Ceramic Insulator,Construction
3199,Leather Sheet,Metal
3200,Transformer Core,Packaging
3201,Stainless Steel Bolt,Metal
3202,Gravel Stone,Packaging
3203,Industrial Grease,Construction
3204,Rubber Gasket,Electronics
3205,Packaging Cardboard,Plastic
3206,Polycarbonate Sheet,Electronics
3207,Hydraulic Oil,Electronics
3208,Polyester Yarn,Chemical
3209,Plastic Packaging Film,Construction
3210,Lithium Battery Cell,Textile
3211,Electric Motor Coil,Chemical
3212,Lubricating Oil,Textile
3213,Paint Pigment,Construction
3214,Epoxy Resin,Chemical
3215,Foam Padding,Construction
3216,Synthetic Rubber Sheet,Electronics
3217,Rubber Gasket,Electronics
3218,Rubber Gasket,Electronics
3219,Glass Fiber,Electronics
3220,LED Module,Textile
3221,Corrugated Box,Plastic
3222,Latex Compound,Metal
3223,Glass Fiber,Electronics
3224,Gypsum Powder,Electronics
3225,Rubber Gasket,Packaging
3226,Foam Padding,Construction
3227,Printed Circuit Board,Metal
3228,HDPE Granules,Electronics
3229,Electric Motor Coil,Metal
3230,Timber Plank,Plastic
3231,Ceramic Insulator,Metal
3232,Timber Plank,Metal
3233,Gravel Stone,Packaging
3234,Aluminum Foil Roll,Chemical
3235,Tempered Glass Panel,Construction
3236,Aluminum Foil Roll,Metal
3237,Printed Circuit Board,Packaging
3238,Sand Aggregate,Packaging
3239,Acrylic Paint,Construction
3240,Gypsum Powder,Plastic
3241,Polyester Yarn,Construction
3242,Gravel Stone,Chemical
3243,Corrugated Box,Plastic
3244,Microcontroller Chip,Electronics
3245,Packaging Cardboard,Electronics
3246,Electric Motor Coil,Chemical
3247,Cement Bag,Packaging
3248,Timber Plank,Metal
3249,ABS Plastic Pellets,Plastic
3250,Packaging Cardboard,Chemical
3251,ABS Plastic Pellets,Construction
3252,Lubricating Oil,Packaging
3253,Sand Aggregate,Electronics
3254,Latex Compound,Electronics
3255,Lubricating Oil,Chemical
3256,Iron Ore,Electronics
3257,Wooden Plywood Sheet,Packaging
3258,Plastic Packaging Film,Construction
3259,Powder Coating Material,Chemical
3260,Corrugated Box,Textile
3261,Foam Padding,Packaging
3262,Wooden Plywood Sheet,Packaging
3263,Latex Compound,Textile
3264,Timber Plank,Construction
3265,Lithium Battery Cell,Textile
3266,Printed Circuit Board,Packaging
3267,ABS Plastic Pellets,Electronics
3268,Gypsum Powder,Metal
3269,Plastic Packaging Film,Packaging
3270,Steel Rod,Chemical
3271,Epoxy Resin,Metal
3272,Gypsum Powder,Plastic
3273,Thermal Insulation Wool,Plastic
3274,Lithium Battery Cell,Electronics
3275,Iron Ore,Chemical
3276,PVC Pipe,Metal
3277,PVC Pipe,Construction
3278,Gravel Stone,Electronics
3279,Cement Bag,Packaging
3280,Tempered Glass Panel,Electronics
3281,LED Module,Construction
3282,Gypsum Powder,Electronics
3283,Microcontroller Chip,Packaging
3284,Aluminum Sheet,Chemical
3285,PVC Pipe,Electronics
3286,Wooden Plywood Sheet,Textile
3287,Nylon Fiber,Metal
3288,Copper Wire,Construction
3289,Transformer Core,Metal
3290,Foam Padding,Electronics
3291,Ceramic Insulator,Chemical
3292,Brass Pipe,Textile
3293,Textile Cotton Fiber,Metal
3294,Wooden Plywood Sheet,Metal
3295,Polyester Yarn,Construction
3296,Aluminum Sheet,Electronics
3297,Nylon Fiber,Plastic
3298,ABS Plastic Pellets,Plastic
3299,Sand Aggregate,Textile
3300,ABS Plastic Pellets,Plastic
3301,LED Module,Electronics
3302,Plastic Packaging Film,Construction
3303,Timber Plank,Metal
3304,Stainless Steel Bolt,Chemical
3305,Acrylic Paint,Chemical
3306,Microcontroller Chip,Textile
3307,Aluminum Foil Roll,Chemical
3308,Epoxy Resin,Metal
3309,HDPE Granules,Electronics
3310,Wooden Plywood Sheet,Metal
3311,Rubber Gasket,Construction
3312,Foam Padding,Metal
3313,Plastic Packaging Film,Textile
3314,Gypsum Powder,Metal
3315,Polyester Yarn,Construction
3316,LED Module,Metal
3317,Steel Rod,Construction
3318,Rubber Gasket,Packaging
3319,Corrugated Box,Packaging
3320,Paint Pigment,Packaging
3321,Coolant Liquid,Metal
3322,Glass Fiber,Textile
3323,Concrete Additive,Metal
3324,Concrete Additive,Chemical
3325,Brass Pipe,Packaging
3326,Epoxy Resin,Chemical
3327,Ceramic Insulator,Metal
3328,PVC Pipe,Construction
3329,MDF Board,Metal
3330,Leather Sheet,Plastic
3331,Wooden Plywood Sheet,Textile
3332,Packaging Cardboard,Packaging
3333,Gravel Stone,Plastic
3334,Powder Coating Material,Construction
3335,Printed Circuit Board,Chemical
3336,ABS Plastic Pellets,Chemical
3337,Transformer Core,Textile
3338,Ceramic Insulator,Textile
3339,Packaging Cardboard,Metal
3340,Latex Compound,Metal
3341,Timber Plank,Plastic
3342,Leather Sheet,Packaging
3343,Printed Circuit Board,Construction
3344,Hydraulic Oil,Textile
3345,Rubber Gasket,Packaging
3346,Polyester Yarn,Construction
3347,Copper Wire,Chemical
3348,Stainless Steel Bolt,Electronics
3349,Aluminum Sheet,Electronics
3350,Microcontroller Chip,Chemical
3351,Timber Plank,Electronics
3352,Sand Aggregate,Plastic
3353,Polycarbonate Sheet,Metal
3354,Stainless Steel Bolt,Packaging
3355,Glass Fiber,Textile
3356,Cement Bag,Chemical
3357,Steel Rod,Textile
3358,Leather Sheet,Metal
3359,Sand Aggregate,Textile
3360,HDPE Granules,Metal
3361,MDF Board,Chemical
3362,Foam Padding,Plastic
3363,Paint Pigment,Metal
3364,Glass Fiber,Packaging
3365,Steel Rod,Metal
3366,Thermal Insulation Wool,Metal
3367,Stainless Steel Bolt,Chemical
3368,Leather Sheet,Packaging
3369,Stainless Steel Bolt,Construction
3370,Iron Ore,Metal
3371,Latex Compound,Plastic
3372,Aluminum Foil Roll,Construction
3373,Cement Bag,Construction
3374,Concrete Additive,Construction
3375,Transformer Core,Textile
3376,Industrial Grease,Electronics
3377,Concrete Additive,Construction
3378,Steel Rod,Metal
3379,Thermal Insulation Wool,Metal
3380,Polycarbonate Sheet,Electronics
3381,Microcontroller Chip,Metal
3382,Powder Coating Material,Construction
3383,Packaging Cardboard,Plastic
3384,Rubber Gasket,Metal
3385,Brass Pipe,Textile
3386,Polyester Yarn,Metal
3387,Printed Circuit Board,Plastic
3388,Timber Plank,Metal
3389,LED Module,Construction
3390,Epoxy Resin,Electronics
3391,Brass Pipe,Packaging
3392,LED Module,Metal
3393,Acrylic Paint,Metal
3394,Coolant Liquid,Construction
3395,Ceramic Insulator,Construction
3396,Electric Motor Coil,Packaging
3397,Gypsum Powder,Plastic
3398,Lubricating Oil,Metal
3399,Printed Circuit Board,Plastic
3400,Polycarbonate Sheet,Construction
3401,Aluminum Sheet,Plastic
3402,Nylon Fiber,Electronics
3403,Plastic Packaging Film,Metal
3404,Cement Bag,Construction
3405,Epoxy Resin,Textile
3406,Silicone Sealant,Packaging
