po_id,vendor_id,material_id,quantity_tons,price_per_ton,total_value,order_date
13851,2791,4434,19.01,640.76,12180.85,2023-12-13
13852,2776,4711,23.99,352.93,8466.79,2023-04-10
13853,3586,1442,11.07,375.86,4160.77,2023-09-12
13854,3223,1049,12.82,723.21,9271.55,2024-04-01
13855,2779,856,8.56,607.55,5200.63,2024-07-07
13856,1101,323,23.23,522.82,12145.11,2023-11-12
13857,4534,2216,20.86,901.31,18801.33,2024-11-09
13858,2124,3288,11.48,377.59,4334.73,2023-05-30
13859,2137,1585,7.12,876.05,6237.48,2023-10-30
13860,4703,2348,17.1,470.71,8049.14,2023-04-20
13861,3094,3680,13.51,877.29,11852.19,2023-09-20
13862,4586,3437,24.37,614.97,14986.82,2024-07-31
13863,2949,4366,15.21,850.37,12934.13,2023-11-19
13864,705,448,13.93,722.36,10062.47,2024-02-09
13865,3750,1239,17.91,912.34,16340.01,2024-03-15
13866,3667,1935,10.79,404.99,4369.84,2024-10-30
13867,2598,1775,16.58,672.79,11154.86,2024-04-10
13868,1312,2284,14.45,393.49,5685.93,2024-08-11
13869,3533,2179,9.26,856.11,7927.58,2023-12-31
13870,1207,2120,18.52,708.58,13122.9,2023-09-10
13871,120,2216,24.73,613.12,15162.46,2024-03-26
13872,4827,1646,5.05,373.57,1886.53,2024-02-03
13873,3663,3058,11.89,831.08,9881.54,2024-02-08
13874,3540,4830,20.73,457.06,9474.85,2023-05-23
13875,1807,1303,20.14,850.21,17123.23,2024-04-25
13876,4066,966,24.06,928.34,22335.86,2023-05-25
13877,1513,593,12.28,884.62,10863.13,2023-06-08
13878,4527,2797,22.05,352.92,7781.89,2024-04-13
13879,2859,4809,18.19,867.51,15780.01,2023-04-28
13880,2499,1488,12.35,435.12,5373.73,2023-12-15
13881,57,4755,20.51,578.39,11862.78,2024-07-06
13882,2734,4024,20.69,862.44,17843.88,2024-07-04
13883,379,1684,9.26,742.02,6871.11,2023-02-01
13884,600,2015,9.04,896.02,8100.02,2024-10-14
13885,1025,4820,13.11,742.54,9734.7,2024-06-11
13886,4392,2187,11.46,789.37,9046.18,2024-09-23
13887,3636,3615,22.8,711.24,16216.27,2023-01-29
13888,3492,361,19.73,830.76,16390.89,2023-01-26
13889,814,2278,14.97,913.18,13670.3,2023-09-03
13890,417,2276,9.95,617.08,6139.95,2024-08-28
13891,4000,2531,6.59,870.61,5737.32,2023-10-18
13892,676,3126,8.94,685.89,6131.86,2023-09-02
13893,3578,1528,15.07,771.52,11626.81,2023-03-23
13894,4013,2467,23.13,885.22,20475.14,2023-01-07
13895,3070,4110,19.78,502.98,9948.94,2024-03-23
13896,2380,4418,13.58,664.11,9018.61,2024-05-26
13897,4007,4145,11.15,514.43,5735.89,2024-01-06
13898,2054,892,22.65,726.66,16458.85,2024-09-10
13899,3427,1698,15.06,632.08,9519.12,2024-12-26
13900,674,1320,10.16,693.17,7042.61,2023-05-20
13901,4795,4294,9.1,481.28,4379.65,2023-06-13
13902,196,118,7.45,687.91,5124.93,2024-04-17
13903,1136,56,18.97,423.75,8038.54,2023-10-24
13904,2119,2877,19.37,918.85,17798.12,2024-03-05
13905,583,2977,14.07,827.04,11636.45,2024-11-13
13906,3807,3112,10.32,790.45,8157.44,2024-02-04
13907,4490,4826,5.14,539.39,2772.46,2023-08-25
13908,3293,2541,16.53,885.17,14631.86,2024-01-15
13909,3688,3273,13.8,590.4,8147.52,2024-01-17
13910,3153,3284,21.33,781.75,16674.73,2023-09-15
13911,4606,2891,14.61,586.43,8567.74,2023-05-09
13912,2802,1145,5.17,752.73,3891.61,2024-08-23
13913,2627,1516,13.72,547.72,7514.72,2023-03-14
13914,4696,4402,14.82,387.21,5738.45,2024-06-15
13915,4574,4107,14.9,430.62,6416.24,2024-05-14
13916,2451,2260,24.92,630.81,15719.79,2023-05-26
13917,4539,2964,8.33,608.67,5070.22,2024-12-09
13918,1395,4874,5.81,884.25,5137.49,2024-07-03
13919,4311,3538,14.35,757.66,10872.42,2024-12-03
13920,3924,1145,10.51,387.02,4067.58,2023-11-09
13921,1657,4786,13.3,926.06,12316.6,2023-02-08
13922,719,2105,9.92,830.06,8234.2,2023-09-11
13923,1556,4643,6.11,403.38,2464.65,2023-09-02
13924,648,889,9.84,361.89,3561.0,2023-04-25
13925,176,3281,21.02,654.99,13767.89,2023-12-29
13926,2811,4285,10.03,669.07,6710.77,2024-05-25
13927,2372,2913,11.4,430.06,4902.68,2023-06-07
13928,613,2265,16.39,412.61,6762.68,2023-07-17
13929,2073,2839,13.24,624.48,8268.12,2024-04-10
13930,2600,597,19.15,663.97,12715.03,2024-04-08
13931,1637,4110,24.15,877.82,21199.35,2024-04-12
13932,1979,2689,19.25,403.4,7765.45,2023-12-24
13933,3540,2028,24.38,923.14,22506.15,2024-11-03
13934,4446,4712,24.74,834.73,20651.22,2023-12-30
13935,3583,2051,19.21,796.73,15305.18,2023-03-11
13936,1154,2679,14.28,670.33,9572.31,2024-11-29
13937,1005,4916,12.74,377.55,4809.99,2024-09-21
13938,3541,1057,20.0,945.91,18918.2,2023-09-28
13939,2512,3855,22.21,910.56,20223.54,2024-03-07
13940,1606,3223,19.07,450.87,8598.09,2024-12-01
13941,3536,4303,23.72,520.37,12343.18,2024-01-06
13942,4833,3749,21.73,641.15,13932.19,2023-07-15
13943,4967,399,13.68,688.75,9422.1,2023-04-03
13944,4051,632,21.25,352.35,7487.44,2024-09-13
13945,2563,1043,20.18,757.81,15292.61,2023-01-10
13946,3721,1302,8.76,923.06,8086.01,2023-04-14
13947,2993,617,23.3,424.52,9891.32,2024-08-08
13948,2883,3136,5.83,514.41,2999.01,2023-06-25
13949,2218,3417,21.53,839.31,18070.34,2024-12-06
13950,3201,2758,8.66,371.39,3216.24,2024-03-11
13951,1932,4929,13.16,729.3,9597.59,2023-08-06
13952,4276,1276,24.71,561.68,13879.11,2023-10-22
13953,1051,2647,8.77,428.89,3761.37,2023-09-04
13954,2266,119,18.47,404.81,7476.84,2023-08-29
13955,2568,4877,6.07,646.71,3925.53,2024-06-23
13956,2242,1308,21.76,389.33,8471.82,2023-03-04
13957,2438,1554,7.82,519.85,4065.23,2023-12-21
13958,119,4918,5.99,518.01,3102.88,2023-08-06
13959,1509,4223,19.75,498.05,9836.49,2023-02-25
13960,4629,4982,22.1,733.79,16216.76,2024-04-21
13961,33,2477,5.49,509.0,2794.41,2023-07-27
13962,99,3835,6.72,894.38,6010.23,2024-05-10
13963,1931,2692,6.92,684.36,4735.77,2024-12-20
13964,1059,4006,18.79,913.22,17159.4,2024-05-01
13965,3574,2905,17.59,482.37,8484.89,2023-12-18
13966,3585,1043,10.15,588.7,5975.31,2024-03-30
13967,2766,2626,12.14,918.21,11147.07,2023-11-14
13968,3836,798,16.15,414.04,6686.75,2023-07-04
13969,867,2782,23.18,593.77,13763.59,2024-11-30
13970,4728,1045,9.94,480.29,4774.08,2024-09-13
13971,418,1138,10.33,627.6,6483.11,2023-03-12
13972,805,1702,11.91,910.24,10840.96,2023-09-18
13973,2045,4665,21.61,483.55,10449.52,2023-02-21
13974,4421,2708,13.73,633.53,8698.37,2024-05-31
13975,3658,3877,8.62,522.81,4506.62,2023-07-13
13976,4629,573,9.3,880.74,8190.88,2023-05-15
13977,356,1811,17.06,712.2,12150.13,2024-04-05
13978,899,1213,23.38,763.19,17843.38,2024-03-28
13979,2971,2581,11.93,495.45,5910.72,2024-04-18
13980,2358,1481,18.36,402.52,7390.27,2023-03-28
13981,1532,1453,20.8,403.74,8397.79,2023-02-04
13982,2665,4900,21.66,773.72,16758.78,2023-04-01
13983,2060,1554,5.92,780.28,4619.26,2024-02-08
13984,2188,2377,10.02,479.35,4803.09,2023-09-15
13985,4616,3428,9.21,446.22,4109.69,2024-08-25
13986,62,462,6.86,438.41,3007.49,2024-04-19
13987,3617,3261,17.59,449.09,7899.49,2024-05-27
13988,4167,385,9.78,444.33,4345.55,2024-10-04
13989,3654,4468,15.15,879.5,13324.43,2023-11-24
13990,4929,1789,18.37,413.85,7602.42,2023-07-12
13991,324,117,15.81,573.28,9063.56,2023-02-14
13992,3466,1735,16.76,889.71,14911.54,2024-10-11
13993,3475,3899,24.51,555.26,13609.42,2024-04-01
13994,3029,4519,22.69,520.21,11803.56,2024-02-28
13995,2532,3789,7.41,449.42,3330.2,2024-10-31
13996,3451,1775,5.56,523.58,2911.1,2023-08-14
13997,3102,2898,8.68,522.23,4532.96,2024-10-26
13998,3385,4329,20.78,806.43,16757.62,2023-10-19
13999,2738,2431,23.77,812.73,19318.59,2024-02-25
14000,3814,2561,19.7,549.74,10829.88,2024-05-21
14001,557,4217,9.08,933.72,8478.18,2024-01-11
14002,4094,3244,7.16,787.45,5638.14,2024-08-05
14003,4640,2957,18.49,565.39,10454.06,2024-08-16
14004,104,343,13.17,823.44,10844.7,2024-10-17
14005,1874,1794,23.43,901.03,21111.13,2024-04-03
14006,4665,3238,19.88,442.07,8788.35,2023-10-06
14007,724,72,15.32,732.46,11221.29,2024-07-31
14008,1048,2672,8.2,932.46,7646.17,2023-04-05
14009,3932,4816,19.65,553.11,10868.61,2024-10-11
14010,3713,1069,12.37,782.21,9675.94,2023-08-24
14011,2237,575,14.69,597.93,8783.59,2023-10-19
14012,1754,471,7.88,607.79,4789.39,2023-07-09
14013,4466,635,17.38,633.12,11003.63,2023-08-14
14014,4837,4584,20.8,443.15,9217.52,2023-05-27
14015,1641,2964,7.44,721.96,5371.38,2024-10-15
14016,1559,4966,20.14,536.84,10811.96,2023-06-06
14017,270,713,8.32,732.78,6096.73,2024-11-20
14018,4652,3229,18.34,911.17,16710.86,2023-05-17
14019,3544,4847,16.14,365.35,5896.75,2023-12-03
14020,4471,3833,8.96,382.66,3428.63,2024-07-05
14021,2409,4087,23.68,745.54,17654.39,2024-02-17
14022,413,3591,14.16,724.22,10254.96,2024-06-01
14023,3531,3213,8.12,532.07,4320.41,2024-01-22
14024,1819,3535,17.15,762.7,13080.31,2024-12-01
14025,4630,2534,21.39,758.0,16213.62,2023-08-04
14026,2917,135,15.36,653.34,10035.3,2024-06-26
14027,2738,3500,11.54,697.57,8049.96,2023-06-19
14028,3089,3116,16.42,825.65,13557.17,2024-08-02
14029,1170,2683,20.02,437.81,8764.96,2024-04-03
14030,2008,2492,19.69,445.3,8767.96,2024-02-27
14031,4963,1357,23.44,842.02,19736.95,2024-04-29
14032,2216,3830,24.22,786.59,19051.21,2023-07-01
14033,1974,2076,8.85,753.18,6665.64,2024-10-15
14034,3527,3410,10.03,876.68,8793.1,2024-02-12
14035,2444,4912,7.11,562.06,3996.25,2024-01-31
14036,3101,4205,6.74,378.92,2553.92,2024-02-10
14037,3164,4260,8.38,838.25,7024.54,2024-12-13
14038,1388,2227,15.44,632.53,9766.26,2023-09-14
14039,156,2014,17.08,940.99,16072.11,2024-11-27
14040,2951,684,23.7,805.54,19091.3,2024-06-16
14041,2655,3417,24.14,722.95,17452.01,2023-03-30
14042,386,4600,9.59,529.82,5080.97,2024-07-07
14043,832,4461,9.56,743.46,7107.48,2023-09-11
14044,4746,1562,15.89,422.78,6717.97,2023-10-02
14045,1108,1667,14.38,701.37,10085.7,2024-05-20
14046,2030,4997,24.31,711.48,17296.08,2024-07-18
14047,1293,1311,21.14,404.64,8554.09,2023-01-29
14048,4106,3007,6.54,479.04,3132.92,2023-07-04
14049,1970,4751,5.62,726.31,4081.86,2023-04-12
14050,1597,1986,12.28,479.75,5891.33,2024-02-09
14051,546,2385,17.74,761.44,13507.95,2023-01-05
14052,1376,3974,16.87,456.46,7700.48,2023-02-16
14053,4873,3494,8.67,423.32,3670.18,2024-05-10
14054,1499,2849,8.75,850.25,7439.69,2024-09-10
14055,2007,801,5.36,858.9,4603.7,2024-11-10
14056,2624,3268,20.47,641.57,13132.94,2024-08-12
14057,47,862,18.95,358.24,6788.65,2024-11-02
14058,649,3793,16.64,948.61,15784.87,2024-01-21
14059,1742,1427,22.38,855.74,19151.46,2023-10-29
14060,2107,1792,22.0,667.76,14690.72,2024-06-06
14061,3054,596,23.19,638.58,14808.67,2023-11-17
14062,3567,945,10.69,645.69,6902.43,2023-04-27
14063,4526,3705,14.3,725.81,10379.08,2023-01-12
14064,1527,272,7.67,434.38,3331.69,2023-09-18
14065,4258,80,6.06,723.95,4387.14,2024-07-12
14066,4653,935,23.66,471.26,11150.01,2023-07-03
14067,3117,104,21.75,450.64,9801.42,2023-01-26
14068,1759,1458,12.49,710.18,8870.15,2023-09-29
14069,1138,2870,18.96,677.83,12851.66,2023-07-11
14070,2957,1209,19.23,580.63,11165.51,2024-11-02
14071,724,1805,22.38,880.43,19704.02,2023-04-25
14072,2838,2377,6.97,630.39,4393.82,2023-06-19
14073,1763,1372,15.58,893.21,13916.21,2024-01-31
14074,684,3285,14.88,365.94,5445.19,2024-04-01
14075,3548,3837,15.11,417.76,6312.35,2024-07-03
14076,4898,58,13.23,431.42,5707.69,2023-07-03
14077,4155,3253,11.4,549.86,6268.4,2023-09-20
14078,1916,129,20.08,609.39,12236.55,2023-06-24
14079,2449,686,8.42,718.88,6052.97,2024-05-09
14080,2769,1710,18.72,908.64,17009.74,2024-10-18
14081,98,2958,22.14,519.75,11507.26,2023-07-22
14082,609,497,6.55,663.14,4343.57,2024-11-11
14083,2620,22,11.85,618.42,7328.28,2024-06-24
14084,4488,2386,10.19,541.95,5522.47,2024-02-27
14085,1907,4068,23.58,617.95,14571.26,2024-05-31
14086,4032,406,10.01,621.25,6218.71,2023-01-08
14087,195,3683,16.18,785.65,12711.82,2024-02-07
14088,331,2784,10.45,526.47,5501.61,2024-06-06
14089,64,690,9.65,546.6,5274.69,2024-05-24
14090,3724,4874,23.06,615.12,14184.67,2024-03-29
14091,4494,1536,9.85,785.05,7732.74,2024-08-01
14092,4483,1936,5.52,858.05,4736.44,2023-05-14
14093,1292,518,5.22,414.76,2165.05,2023-07-17
14094,1602,3141,10.11,606.31,6129.79,2024-06-30
14095,4887,324,5.62,881.48,4953.92,2024-01-08
14096,3287,2579,5.59,531.71,2972.26,2023-03-07
14097,2238,3889,6.32,631.44,3990.7,2023-03-21
14098,3219,2225,19.38,626.53,12142.15,2024-07-07
14099,3604,4643,12.03,837.2,10071.52,2024-03-22
14100,1600,734,23.25,683.69,15895.79,2023-06-17
14101,2086,459,22.88,821.26,18790.43,2024-04-03
14102,2523,2440,19.77,712.5,14086.12,2024-07-10
14103,4444,4270,18.69,914.02,17083.03,2023-05-04
14104,818,2248,16.55,898.35,14867.69,2023-12-10
14105,3295,3808,18.97,649.91,12328.79,2024-03-25
14106,2772,1059,13.32,392.74,5231.3,2023-10-02
14107,790,3965,16.29,792.68,12912.76,2023-02-09
14108,3686,3459,16.36,824.09,13482.11,2023-11-10
14109,3959,3824,11.62,909.19,10564.79,2023-02-11
14110,1685,4548,7.58,441.54,3346.87,2023-01-05
14111,1885,2502,10.03,941.11,9439.33,2024-04-07
14112,3772,1114,15.1,447.3,6754.23,2023-11-27
14113,486,2895,22.24,787.12,17505.55,2024-10-13
14114,4360,2194,16.76,763.83,12801.79,2024-06-20
14115,1932,2956,16.28,634.58,10330.96,2024-12-26
14116,3757,1405,15.04,454.79,6840.04,2024-09-26
14117,1761,2781,17.15,919.77,15774.06,2024-12-18
14118,131,1339,14.45,760.68,10991.83,2024-12-17
14119,1989,4714,23.02,368.01,8471.59,2024-05-30
14120,4968,4330,13.02,604.21,7866.81,2023-11-12
14121,2343,2184,20.32,521.71,10601.15,2023-05-19
14122,4565,1905,18.55,499.08,9257.93,2023-11-23
14123,2842,1073,19.46,585.74,11398.5,2024-12-28
14124,4530,3411,9.79,396.46,3881.34,2024-11-08
14125,1275,3878,14.08,449.61,6330.51,2023-09-12
14126,1850,1923,11.67,938.37,10950.78,2023-11-16
14127,1295,464,22.9,913.45,20918.01,2023-04-17
14128,2214,485,13.22,466.66,6169.25,2023-04-30
14129,753,3068,10.24,876.52,8975.56,2024-02-12
14130,2813,1451,18.79,503.26,9456.26,2024-03-01
14131,4327,4560,9.24,452.8,4183.87,2024-03-05
14132,2986,3764,8.64,480.29,4149.71,2023-02-02
14133,2975,961,10.67,509.81,5439.67,2024-10-30
14134,2380,1207,23.87,472.03,11267.36,2023-03-28
14135,2173,4718,6.55,630.31,4128.53,2023-09-29
14136,3917,2367,10.86,690.58,7499.7,2023-06-20
14137,4541,4354,20.31,398.63,8096.18,2023-11-03
14138,2460,3102,8.59,725.28,6230.16,2023-09-01
14139,612,1323,15.11,889.54,13440.95,2024-10-01
14140,3342,2238,7.22,937.22,6766.73,2024-05-17
14141,2062,3174,17.83,454.18,8098.03,2023-10-23
14142,4106,3623,8.56,707.74,6058.25,2023-06-27
14143,2648,1757,10.06,787.06,7917.82,2024-10-29
14144,4062,3070,23.15,720.99,16690.92,2024-10-22
14145,1965,18,16.4,420.95,6903.58,2023-03-04
14146,2139,3020,14.29,835.71,11942.3,2024-10-28
14147,2278,3934,6.51,667.42,4344.9,2024-08-05
14148,1922,400,8.55,762.42,6518.69,2023-12-14
14149,4569,1406,24.16,837.66,20237.87,2023-09-24
14150,625,211,11.49,467.94,5376.63,2024-05-30
14151,2457,1955,6.84,500.6,3424.1,2024-05-04
14152,3146,1377,15.7,758.33,11905.78,2023-11-12
14153,582,2201,9.11,378.47,3447.86,2024-10-09
14154,4837,3189,13.32,605.46,8064.73,2023-04-27
14155,4874,3386,19.51,576.57,11248.88,2023-09-06
14156,4974,840,20.0,897.88,17957.6,2023-05-31
14157,4251,4023,20.98,827.48,17360.53,2024-09-04
14158,3161,2771,24.12,727.3,17542.48,2023-01-10
14159,2182,3587,13.49,859.7,11597.35,2023-03-27
14160,881,1350,12.0,355.39,4264.68,2023-11-23
14161,1565,667,5.04,786.29,3962.9,2024-03-01
14162,432,1534,5.88,895.86,5267.66,2024-05-07
14163,4433,3405,8.3,907.01,7528.18,2024-06-07
14164,925,1415,24.24,733.32,17775.68,2023-03-03
14165,2165,4490,16.08,883.14,14200.89,2023-10-30
14166,3786,3237,7.82,372.01,2909.12,2024-01-25
14167,3709,4140,17.36,838.65,14558.96,2023-09-25
14168,553,2343,8.28,908.86,7525.36,2023-03-28
14169,2109,3214,10.57,511.81,5409.83,2023-01-15
14170,4001,1390,17.83,483.7,8624.37,2023-09-10
14171,3467,555,19.11,669.96,12802.94,2023-12-29
14172,2639,4907,16.58,451.79,7490.68,2024-12-26
14173,2652,3855,22.34,513.96,11481.87,2024-12-15
14174,4013,4988,13.74,887.23,12190.54,2024-05-30
14175,2786,2576,8.41,487.77,4102.15,2024-05-25
14176,4922,4380,14.56,631.54,9195.22,2023-08-02
14177,3843,2555,12.8,610.73,7817.34,2024-10-02
14178,1790,4959,6.99,571.38,3993.95,2023-10-07
14179,2593,37,19.6,671.29,13157.28,2023-10-15
14180,457,1937,21.35,487.93,10417.31,2023-12-16
14181,209,1093,24.46,610.19,14925.25,2024-06-27
14182,3358,3139,12.11,680.92,8245.94,2024-03-11
14183,3434,1733,19.33,862.76,16677.15,2024-01-01
14184,3218,141,11.15,630.8,7033.42,2024-05-12
14185,1405,714,11.53,399.13,4601.97,2023-02-28
14186,3191,1354,6.77,524.58,3551.41,2024-11-10
14187,2341,851,7.74,536.48,4152.36,2024-06-23
14188,2273,2829,5.47,821.03,4491.03,2024-08-19
14189,4969,1919,10.87,651.03,7076.7,2023-11-26
14190,1291,2265,13.11,494.24,6479.49,2024-10-18
14191,4840,2711,9.88,813.73,8039.65,2023-02-08
14192,3419,2970,21.46,783.64,16816.91,2023-11-27
14193,2065,4589,14.17,484.11,6859.84,2023-12-28
14194,2706,623,19.55,799.95,15639.02,2023-06-24
14195,4513,2380,8.41,548.57,4613.47,2024-03-05
14196,421,675,14.16,705.55,9990.59,2024-11-06
14197,1392,1293,14.84,544.77,8084.39,2024-05-06
14198,1435,2243,16.78,730.72,12261.48,2024-07-30
14199,3508,2685,18.71,858.5,16062.53,2023-06-15
14200,4067,2088,9.18,724.5,6650.91,2024-11-25
14201,4619,433,22.47,920.13,20675.32,2023-05-26
14202,4236,2781,6.2,484.44,3003.53,2023-10-03
14203,4590,2149,5.76,350.55,2019.17,2023-04-02
14204,1056,2318,11.85,778.7,9227.6,2023-05-27
14205,3849,2623,13.3,793.88,10558.6,2023-08-15
14206,567,1653,21.74,676.01,14696.46,2024-11-22
14207,3073,2029,23.83,872.45,20790.48,2023-12-08
14208,577,2559,8.22,520.59,4279.25,2023-05-14
14209,179,2222,19.46,798.7,15542.7,2023-03-02
14210,3260,2016,15.22,434.44,6612.18,2023-07-29
14211,565,4319,10.27,594.57,6106.23,2024-09-05
14212,3677,1180,14.96,647.62,9688.4,2024-06-17
14213,2862,4942,8.59,579.44,4977.39,2023-07-13
14214,337,2350,18.18,764.93,13906.43,2023-04-15
14215,3941,697,19.24,717.78,13810.09,2024-01-29
14216,1896,501,5.97,497.13,2967.87,2024-05-31
14217,712,4335,21.3,525.13,11185.27,2024-10-27
14218,3522,445,11.03,601.78,6637.63,2024-11-11
14219,4956,1632,8.61,359.54,3095.64,2023-03-31
14220,4427,396,9.45,896.36,8470.6,2023-06-12
14221,4755,1969,18.68,390.09,7286.88,2024-03-01
14222,3385,4086,14.71,935.86,13766.5,2024-04-13
14223,3409,2803,20.66,622.95,12870.15,2024-04-12
14224,2448,2711,12.55,564.25,7081.34,2024-09-24
14225,4131,908,22.71,474.82,10783.16,2024-09-20
14226,2049,1656,11.62,866.52,10068.96,2024-01-02
14227,884,414,20.43,783.15,15999.75,2023-05-24
14228,2582,3044,12.64,472.59,5973.54,2023-07-30
14229,1109,1575,9.7,379.59,3682.02,2024-12-08
14230,674,1686,9.99,741.68,7409.38,2024-01-09
14231,2551,4261,18.57,940.04,17456.54,2023-11-19
14232,3806,188,11.73,821.28,9633.61,2023-05-27
14233,1136,3462,12.53,360.42,4516.06,2023-01-15
14234,870,2621,12.71,518.86,6594.71,2024-10-09
14235,2433,2505,24.98,797.81,19929.29,2024-06-03
14236,3442,2341,14.55,444.31,6464.71,2024-07-29
14237,2089,1113,24.68,790.86,19518.42,2024-04-09
14238,4743,3716,18.95,851.17,16129.67,2023-09-13
14239,440,3579,6.09,699.88,4262.27,2024-08-03
14240,1384,2826,11.54,636.79,7348.56,2023-06-21
14241,2960,4156,18.33,444.61,8149.7,2024-09-26
14242,915,1318,9.12,627.26,5720.61,2024-01-19
14243,4348,4583,15.92,672.21,10701.58,2024-09-09
14244,4829,2459,22.88,705.04,16131.32,2024-09-09
14245,2735,4771,12.16,399.53,4858.28,2023-03-10
14246,2264,2569,19.98,770.23,15389.2,2024-02-08
14247,2446,3544,18.14,525.92,9540.19,2023-09-15
14248,4786,49,20.35,436.63,8885.42,2023-01-31
14249,1392,2484,10.16,931.12,9460.18,2023-06-09
14250,4312,3078,24.57,877.31,21555.51,2024-05-22
14251,4045,77,15.77,548.14,8644.17,2023-03-12
14252,3999,4908,15.04,631.96,9504.68,2024-12-04
14253,2468,3079,11.93,377.03,4497.97,2024-04-07
14254,1872,3470,23.78,799.17,19004.26,2024-05-16
14255,2816,365,7.87,735.01,5784.53,2023-05-12
14256,470,2537,23.15,768.61,17793.32,2024-11-13
14257,266,4058,6.53,640.13,4180.05,2023-09-05
14258,352,2034,10.4,860.37,8947.85,2023-04-19
14259,2442,104,13.27,482.94,6408.61,2024-05-14
14260,720,3157,16.75,426.5,7143.88,2023-10-02
14261,1454,3997,12.0,544.17,6530.04,2023-12-20
14262,4120,1649,10.77,457.51,4927.38,2023-05-09
14263,4014,4114,20.21,802.67,16221.96,2023-12-13
14264,428,3465,23.41,925.68,21670.17,2024-02-05
14265,2847,2938,15.42,654.85,10097.79,2024-04-24
14266,3407,3412,7.2,545.06,3924.43,2023-03-24
14267,4770,2471,22.19,598.75,13286.26,2023-02-14
14268,1958,3179,16.31,602.35,9824.33,2023-09-14
14269,4659,3036,13.15,358.49,4714.14,2023-11-18
14270,588,1795,7.39,597.99,4419.15,2023-08-01
14271,1540,1535,16.74,599.2,10030.61,2023-05-15
14272,612,4185,10.22,572.87,5854.73,2023-06-02
14273,552,4862,12.46,714.19,8898.81,2023-05-12
14274,3520,4650,6.63,437.19,2898.57,2024-04-06
14275,4572,3178,21.91,885.19,19394.51,2024-08-16
14276,3947,4679,14.72,532.5,7838.4,2024-06-03
14277,1624,699,17.55,944.24,16571.41,2024-08-08
14278,2847,1328,13.5,484.68,6543.18,2024-05-21
14279,1679,3185,17.54,505.92,8873.84,2024-08-07
14280,1479,2848,22.5,943.54,21229.65,2024-07-30
14281,1091,1926,19.64,603.17,11846.26,2023-01-05
14282,2307,3321,23.83,430.49,10258.58,2024-08-23
14283,907,3997,23.33,809.69,18890.07,2024-02-04
14284,4964,742,9.08,414.75,3765.93,2024-08-07
14285,1997,3824,21.51,867.36,18656.91,2024-11-29
14286,2973,2834,18.03,852.11,15363.54,2023-08-20
14287,1229,1424,21.25,352.66,7494.03,2023-07-17
14288,3418,3854,5.24,463.14,2426.85,2023-07-31
14289,3726,3062,17.82,561.67,10008.96,2024-02-05
14290,4981,4267,17.41,523.6,9115.88,2023-11-13
14291,2441,69,21.01,351.12,7377.03,2024-12-27
14292,1306,3841,5.71,863.09,4928.24,2023-07-28
14293,2528,4291,5.37,801.44,4303.73,2023-06-28
14294,3121,1696,19.19,532.76,10223.66,2023-11-29
14295,2798,3385,7.55,784.78,5925.09,2023-03-24
14296,1240,106,7.32,658.91,4823.22,2023-09-06
14297,3517,4774,21.7,674.03,14626.45,2023-12-04
14298,1137,550,15.11,940.98,14218.21,2024-07-29
14299,525,844,11.7,901.09,10542.75,2023-04-07
14300,644,3823,18.12,448.15,8120.48,2024-05-11
14301,1713,3206,20.9,368.01,7691.41,2024-03-10
14302,2489,3934,12.7,487.12,6186.42,2023-06-29
14303,1298,3393,15.14,740.03,11204.05,2023-12-01
14304,84,1577,16.63,517.93,8613.18,2023-07-25
14305,404,1418,24.54,644.8,15823.39,2024-11-14
14306,253,1843,18.28,516.85,9448.02,2024-05-17
14307,1622,882,12.22,557.02,6806.78,2024-11-06
14308,2810,1034,9.02,776.3,7002.23,2024-12-06
14309,3397,3700,13.96,763.2,10654.27,2023-04-11
14310,2045,447,16.64,555.38,9241.52,2024-01-14
14311,505,3737,13.06,622.86,8134.55,2023-03-10
14312,3261,2702,7.52,864.87,6503.82,2023-06-05
14313,2393,4439,10.68,862.59,9212.46,2024-09-10
14314,4911,4140,6.44,563.32,3627.78,2023-09-01
14315,33,605,15.15,889.68,13478.65,2023-12-02
14316,3619,4069,7.42,702.26,5210.77,2024-02-28
14317,3277,696,10.36,403.55,4180.78,2024-02-23
14318,2838,1128,22.14,614.28,13600.16,2024-06-04
14319,1097,3169,23.04,449.91,10365.93,2023-04-22
14320,2203,4617,21.79,743.31,16196.72,2024-11-13
14321,1074,4610,21.29,883.62,18812.27,2023-11-09
14322,2429,1555,16.24,508.12,8251.87,2024-11-18
14323,2621,3753,22.05,838.64,18492.01,2024-05-06
14324,3237,630,21.67,942.05,20414.22,2023-09-01
14325,3580,2812,23.37,671.63,15695.99,2024-10-02
14326,279,4773,11.8,816.17,9630.81,2023-04-03
14327,3280,3634,18.95,706.6,13390.07,2024-06-11
14328,4623,2987,8.75,917.65,8029.44,2024-08-28
14329,126,959,20.13,580.17,11678.82,2024-08-16
14330,3766,252,20.6,402.18,8284.91,2024-03-01
14331,2681,1883,12.66,687.15,8699.32,2024-02-24
14332,4382,341,5.69,668.63,3804.5,2024-03-24
14333,239,1831,7.72,751.36,5800.5,2024-10-11
14334,4499,821,19.24,680.35,13089.93,2023-03-10
14335,4734,3498,8.16,805.01,6568.88,2024-02-10
14336,1801,3629,22.05,607.17,13388.1,2023-06-17
14337,3636,1832,23.89,469.6,11218.74,2023-10-30
